empl_ttl_lc1vs0_iate,voc_deg
0.8846024877090359,1.0
0.5483731527076205,0.0
-3.5872585767655596,0.0
-6.129132733428465,1.0
2.586055586019465,0.0
-3.006482736183037,0.0
-5.360154867782068,0.0
-3.2754358296285417,0.0
-0.12242576165035746,1.0
-1.8321317005955065,0.0
6.778383269599431,1.0
-3.430757263444404,1.0
0.3988516534721058,1.0
3.7985075210144816,1.0
-0.3532012074791677,0.0
-0.06712805079224937,0.0
-4.69465637484021,1.0
5.4014671529013665,1.0
1.9933471088557306,1.0
2.257628118216031,0.0
5.3328510216888105,1.0
-3.599926475514914,0.0
-6.02580791672063,1.0
-4.087424262173296,1.0
-4.456120488328173,1.0
-2.098928599130648,1.0
-4.7293451343931,1.0
-0.8199923672674787,1.0
-3.5422539254069783,0.0
-2.0795152595447846,1.0
-3.5123309224653827,0.0
5.42985163057913,1.0
-1.7224151203419693,1.0
6.297568714241242,1.0
5.497706146338965,0.0
3.0398059508032005,0.0
-3.2829535308042677,0.0
-4.6963646787342235,0.0
-1.8270437227196439,0.0
-1.3276463083995922,1.0
-5.096880742352144,0.0
-3.1109981298720415,1.0
-3.8806701846481606,1.0
-4.229016315321572,0.0
-5.167740311578169,1.0
-4.617690634643842,0.0
3.61852053702568,0.0
-0.34936895270848556,1.0
-0.33789798830967177,1.0
-1.562689292787315,1.0
-4.150981198349912,1.0
-5.312215122395466,1.0
-4.0104100369286115,1.0
-1.1677762421445999,0.0
2.753601345696985,1.0
-5.238522494668645,1.0
5.7820500802829775,1.0
-2.9990774924327823,1.0
-1.5436167052238092,1.0
-2.253680882207651,1.0
-5.492204650527715,0.0
-5.338695764190625,1.0
0.4099257629961537,1.0
0.272103813581142,1.0
2.8716747633084747,1.0
-4.618145775944324,0.0
-0.6383058514248776,1.0
1.2733468422469771,1.0
6.077324551980071,1.0
1.4980953252309934,1.0
5.6278964487955445,1.0
-2.4331686039356297,1.0
-1.211143157242677,0.0
-2.71974968245827,1.0
-3.25652839817716,1.0
-5.498342312152808,0.0
-4.512683429882857,0.0
-1.214815143765771,1.0
-0.7286531190889631,0.0
-3.8195246641595273,0.0
-5.192844139742523,1.0
-3.908385187422441,1.0
2.4218161281265935,1.0
3.3886111716437974,1.0
-4.397670991452435,1.0
1.9370400293385381,1.0
-3.202072738343905,1.0
-3.9989631905078067,1.0
-1.9372031175391091,0.0
4.407895465923728,1.0
-3.6213206799207627,1.0
6.50490757232947,0.0
-6.140164103639021,1.0
-3.397623742570224,1.0
2.312671255111637,1.0
0.6156473137367242,1.0
-4.508205524360792,0.0
-5.639502430004038,0.0
-3.5012230893579055,1.0
1.7473986232546723,0.0
-6.05360458925263,0.0
-2.011956465865725,1.0
0.6994977974461709,1.0
3.614430014115727,1.0
-4.391876464007556,0.0
-3.5505560028175864,1.0
-5.43002291255682,1.0
-3.050202636778661,1.0
6.860859059223523,1.0
-1.3674241686841095,1.0
2.3812630022863575,1.0
-5.6440124312781155,1.0
-3.8127222396058302,1.0
-0.9817240845532977,1.0
1.7797336484081074,1.0
-5.3324492497838945,1.0
-2.6564966269549344,0.0
-5.428848085752703,0.0
-2.75491906747549,1.0
-3.00600139768932,1.0
1.898242702390692,1.0
-1.9563687013520346,1.0
-3.9440501010710864,0.0
1.8049284025555874,1.0
1.3433489028328995,1.0
-4.259617813032691,1.0
-3.550084653640216,1.0
-3.6228194831355234,1.0
-3.116118090076659,1.0
-3.9048051214527986,0.0
-0.8751615828624315,0.0
-4.091898712751072,1.0
-2.598807015951532,0.0
3.749472592947343,1.0
-3.7134513464925525,0.0
0.848398272740899,0.0
3.2305918712099384,1.0
-4.2484042290120625,0.0
-4.06591157167027,1.0
2.773470761133646,1.0
1.8953602894806894,1.0
2.4588556120175236,1.0
-1.5142385898266997,1.0
-0.5583808084974462,1.0
1.5309932795307508,0.0
-5.77137815649188,1.0
-3.89380444054099,1.0
1.2726261861978991,1.0
0.7657928968474046,0.0
4.420137802344582,1.0
-0.20833921090816832,0.0
-3.3979648313726942,1.0
-2.9375737524152665,1.0
-2.313691915140936,1.0
3.452202523243396,1.0
-3.9079294954897437,1.0
0.45903167775348885,1.0
-2.77765069060186,1.0
-3.7929227759504416,1.0
-5.097856488795054,1.0
-5.428756865698443,1.0
-2.779708523699015,1.0
0.8650434400063216,1.0
-1.3470609903713058,1.0
1.2717397511267414,0.0
5.449298550811998,1.0
-4.1057441937885555,1.0
-2.2799147158558646,1.0
-2.4356890442447425,1.0
1.4733173941328142,1.0
-4.410599476829763,0.0
-1.7726505402608712,1.0
-5.344425811761387,1.0
-3.7059000003996307,1.0
3.845983467653297,0.0
-5.629497611626541,1.0
-5.253804065167406,0.0
-2.827327361383268,1.0
-0.47007927100044755,1.0
0.13419640107677688,1.0
1.9924686873941257,1.0
-3.107887949508968,1.0
-2.9392552614380136,1.0
3.513910483094543,1.0
-1.0474647228894423,0.0
-3.3161580064317686,1.0
0.8318671556681245,1.0
-2.4883231285211695,1.0
-2.836182655243464,1.0
-2.495592100483428,1.0
-3.881747748499915,1.0
-4.460986804424421,1.0
1.4885993862159717,1.0
0.3871114629349366,1.0
-0.9283323616781565,1.0
-2.7475427986454206,1.0
-3.4720384049100517,1.0
7.165042003869438,1.0
-0.14182548375193615,1.0
-4.782358551443862,1.0
5.4904617972008545,1.0
3.3237574702387005,1.0
-3.8533116225894,0.0
5.994489675214532,0.0
-4.705798512424085,0.0
-3.7959424836531843,1.0
3.6281310348992304,1.0
-1.5696255674299642,0.0
-5.052254530003686,1.0
-2.719143221421075,1.0
-2.732141786903701,1.0
-3.3638409835578162,0.0
-3.6408245958348546,1.0
-1.626316485960896,1.0
-4.524585730301871,0.0
-5.051062862716848,0.0
-3.3979934600027084,1.0
-4.009990335206917,1.0
4.503346306299948,1.0
4.681498620133462,1.0
-0.178536285328331,0.0
-4.431796354834315,0.0
2.6915488630994475,1.0
-2.1162114354187995,1.0
0.2888266760580791,1.0
-1.521947889752776,1.0
-2.583617080601151,1.0
-4.5387099717820565,1.0
-2.1474045761101834,1.0
-1.967445884071581,1.0
-1.1046360661382306,1.0
-5.126955936879025,0.0
-4.1414185129873005,1.0
-1.0970368027807986,1.0
-2.649066681806379,1.0
-4.3366027133896035,0.0
-4.296951352318446,0.0
-2.482744980674674,1.0
-2.1945666035991374,1.0
-2.293724311162114,1.0
5.187010374084466,1.0
-4.079695300872553,1.0
2.4329041790555648,1.0
-4.292889717739166,0.0
-4.616842139614132,1.0
3.4681787631576935,0.0
2.578898393798064,0.0
3.703916004016473,0.0
-3.780278801189927,1.0
-4.256311078161298,0.0
-6.464689102106623,0.0
2.0391583239979196,0.0
-4.385537074471456,1.0
-3.6442650070495746,1.0
-3.303239482818933,1.0
-1.870682324025188,1.0
-2.3565598636369844,1.0
-1.763862204513741,1.0
-2.9956929437293,1.0
-3.893078748278193,0.0
-4.827950781659995,1.0
-5.1243009569213305,1.0
-1.9767936963148445,1.0
-4.1454069838724985,1.0
4.349936090885312,1.0
-3.272371853332306,0.0
5.721475891080037,1.0
6.39292893295946,1.0
1.1921423072844162,0.0
1.539048705091383,1.0
-3.9191634859331215,1.0
-5.04763094193383,0.0
-4.768518833712657,0.0
-3.1279763025301346,1.0
-3.9237546696381704,1.0
0.7026998173411971,1.0
-2.671430749056292,1.0
1.6934921192716477,1.0
3.225705777327759,1.0
-1.7304030225112719,1.0
-4.112629741582362,1.0
-3.741588768969919,0.0
1.5564816217025448,0.0
0.017174327457958327,1.0
1.786508404388957,0.0
-3.607887499093878,1.0
-4.299352180623878,1.0
-4.963660183051558,1.0
-3.9290132368769037,1.0
1.7641385702599393,1.0
-4.902020921330533,1.0
-2.1690190795704964,1.0
-1.727463905348996,1.0
2.9074210880405884,1.0
1.2257991417298666,1.0
-4.838452930126771,1.0
-2.7338926437613713,1.0
1.534454123719523,1.0
-3.1158861668446165,1.0
-4.051497485628115,1.0
-4.676303285157022,0.0
-4.164956267573654,0.0
-4.97259073053099,1.0
-4.60330157887548,1.0
-0.7558592707129586,1.0
-2.4940792212042604,1.0
-4.031645712540168,1.0
3.2933451460579217,1.0
-3.2510272973711993,1.0
-3.266146887587328,0.0
-2.826754556005829,1.0
0.40106234434740395,1.0
-2.216552392717929,1.0
-1.1364372188384961,1.0
-2.8163271223985333,1.0
-2.7888310916726704,1.0
-3.9057182993895565,1.0
4.474577271989352,1.0
3.40534350617678,1.0
-3.2871155195634847,0.0
-4.637658769350547,0.0
-4.4271112724197215,0.0
-4.20265405792476,1.0
-3.0814904724970713,1.0
0.2881758014122098,0.0
0.6719255423346691,1.0
-6.568161889442717,1.0
3.4601606511106544,0.0
5.282020500861752,1.0
2.6174073053069526,1.0
-4.0366410812684475,1.0
-4.582837895846126,1.0
2.3478792578762073,1.0
1.0865331381424488,0.0
3.496863474794425,1.0
-2.0893506864101488,1.0
-0.16243927690797033,1.0
2.64846132185768,1.0
3.401071222852516,0.0
-0.04547200251367256,1.0
-3.80992078553577,0.0
-4.9323263910287185,1.0
-5.514590856616369,1.0
-1.7959273190793446,1.0
-2.41617721069741,1.0
2.6892679935071317,1.0
6.052856520440151,1.0
5.268377685239561,1.0
-2.4086291442618633,1.0
-2.5478843843157835,1.0
-3.954108595859961,1.0
1.357244247124426,1.0
-2.979168257618822,0.0
1.1278060212057381,0.0
3.2942345871902647,0.0
-4.582024462815156,1.0
-1.6897827082749757,1.0
1.6589515785164877,0.0
-6.373647269674371,1.0
1.9622659363756714,1.0
-3.8832787097165946,1.0
-1.4285230057525895,1.0
-3.685893706218857,1.0
6.570548108712626,1.0
4.597736320773852,1.0
0.6963286392553258,0.0
2.498433506603069,1.0
-3.1298083500482434,1.0
-3.344742678192409,1.0
-4.528799661946982,1.0
4.496361032875733,1.0
1.8204775325576117,1.0
6.868244083353314,1.0
-3.3135215966017486,1.0
-2.9758542915930457,1.0
-0.1262482386038284,1.0
1.825375877544806,1.0
-2.0557323475345015,1.0
-4.620388939137838,1.0
0.37260871520707495,1.0
-0.05996062702057969,1.0
4.012743138073272,1.0
3.1016642057424324,1.0
1.7565328173522823,1.0
-0.7324011617215809,0.0
-0.9909784664961091,1.0
-2.319476992690084,1.0
3.784431388732647,1.0
1.0086881187071666,1.0
-3.3018082382553815,1.0
-1.3154411757510225,0.0
-5.49959160026593,1.0
2.827376241167716,0.0
3.091618288378948,0.0
-0.7012388210445643,1.0
-5.415163772243275,0.0
-1.1939734200590362,1.0
-4.490096122337092,0.0
-2.5305333317049015,1.0
-2.7813089576165506,1.0
4.526101552720037,1.0
-5.257726061442645,1.0
-1.0879998676815426,1.0
-2.9347539051269527,0.0
-2.0907224166523393,1.0
3.6266866753599123,1.0
-2.7384929561613554,1.0
-2.7312336184240094,0.0
-0.8824166413796628,1.0
-5.257663166660087,1.0
2.227952886094991,1.0
-3.5278245581385717,1.0
-0.44307625044962995,1.0
2.5442679856999173,1.0
-6.004665757045915,1.0
-3.800415545129083,0.0
-3.1115328183205184,1.0
1.5459529010717303,1.0
1.5985059135738493,1.0
1.3543080205909495,1.0
-2.68605012228058,1.0
4.754924624547002,1.0
-0.16081504738744323,1.0
-1.1229224735945462,0.0
-5.283555918558607,0.0
-2.5310567818621337,1.0
3.4491467446243265,1.0
-5.0073556961677195,1.0
0.4929477007014551,0.0
-3.7662759388281044,1.0
1.4379886024903044,1.0
-4.2599297720800084,1.0
-2.2496413650663367,1.0
5.089357546104323,1.0
4.204123124346394,1.0
-0.06430039491045525,1.0
1.2214580701477937,1.0
-5.465210883681552,0.0
-0.17542656148847557,1.0
-4.259540116598308,0.0
-4.50976393231336,0.0
-5.4223542761839,1.0
4.812823358491759,1.0
-4.855095621064352,0.0
0.15841868451744823,0.0
3.1009067571218636,1.0
0.29262625022115696,1.0
-4.183149163591842,0.0
-2.693586499229308,1.0
2.3280661252016155,1.0
2.8792836897527248,1.0
-4.226646877101689,1.0
0.5870748677372064,1.0
-0.4163972456516343,1.0
1.889138264303508,1.0
-2.414539023561926,0.0
-4.578230930412071,1.0
-3.512463730766281,1.0
-1.9942837301306084,1.0
-5.274694874512052,1.0
6.094628445687494,1.0
-5.898084529935444,1.0
-2.3018638774314897,1.0
-6.603442928097429,0.0
5.630116212740459,1.0
3.1496391316589847,1.0
6.295598787187169,1.0
3.096863788161045,1.0
-2.1166968607054075,1.0
-2.8847109576155354,1.0
-4.5191034188833346,1.0
-2.6519265540683605,1.0
-2.6717384497036916,1.0
5.677310165785743,0.0
-4.426798242511768,1.0
-3.9127731576940104,1.0
-3.2834900855775535,0.0
-1.6908441150195217,1.0
-4.498093332932674,1.0
-3.445839681468159,1.0
-1.4553344418542595,1.0
-4.0506810033792116,1.0
-4.215397800178413,0.0
-4.199465155162877,1.0
1.9724954844297633,1.0
-4.185442356137267,1.0
1.285402876376132,1.0
-0.8697966752399457,1.0
-5.5094072108581855,1.0
1.0486381470348118,1.0
-1.803053167129896,1.0
-2.204360219389142,0.0
-4.060083736358665,1.0
-3.4345651038673846,1.0
1.1533941148629254,1.0
-3.8354394189333245,0.0
-1.764126881877653,1.0
2.3473561225208526,1.0
-4.403571085487387,0.0
-4.77592527191818,1.0
-3.922201960081952,1.0
-4.1313556866511085,0.0
-5.103462778387858,1.0
-0.8555543545693531,0.0
-2.4253469928092652,1.0
-3.813203861001538,1.0
-3.0703999341768884,1.0
-0.03486795811430943,0.0
-1.8632702984078333,1.0
-4.718002002322483,1.0
-4.164315656491606,1.0
-2.5923083224887664,1.0
-2.7805457050187634,1.0
-3.5590655468351557,1.0
-4.279246053847592,1.0
2.459416165362348,1.0
6.933864714430991,1.0
2.244727974509967,0.0
2.725740928959718,1.0
2.672692676704007,1.0
-4.06447447476577,0.0
3.235083425557784,1.0
2.1753656612516084,1.0
-0.8895874407032909,1.0
5.259121056123862,1.0
-3.3761384954354794,1.0
4.712534739596363,1.0
4.415589188476834,1.0
-1.4522867706837872,1.0
-2.8313361507901345,0.0
-3.5745979200061804,1.0
-4.552315732934243,0.0
-5.546053014606726,1.0
-2.084474819371826,1.0
-3.098097424318858,1.0
0.4980390937887891,1.0
-3.3545013525588776,1.0
-4.761363216701895,1.0
3.4201506616566135,1.0
-4.167926148788123,1.0
-3.904452404247317,1.0
4.151059745535479,0.0
-2.204601101908631,1.0
-2.4965589568720796,0.0
-2.1369326300855085,1.0
-1.6490824149874799,1.0
2.2665808343634186,1.0
-1.6566229367925231,1.0
0.6856338272390512,1.0
5.958954866039089,0.0
2.60011750178995,1.0
-3.626460928976835,0.0
-2.855376841873995,1.0
-4.919573395820627,1.0
1.752835496549883,1.0
-0.15516440721868552,1.0
-3.937604800979748,1.0
-2.9152957606648195,1.0
-2.941278682494433,1.0
5.9951819025697874,1.0
-4.445462478092577,0.0
-3.528671774881948,0.0
0.4929528363720912,1.0
-4.129705187956702,1.0
4.304325027493724,1.0
-4.842494406320793,1.0
1.1631983003406186,1.0
-2.56231027974892,1.0
-4.371613841943724,1.0
-3.601876406765669,1.0
-5.0049652609036075,0.0
2.7749260390238693,1.0
2.243997385739581,1.0
-5.0477798345646665,0.0
-5.227159698876707,0.0
-4.033441411562128,1.0
-0.9372087955972894,1.0
-3.6783800671651945,1.0
4.781497130965573,1.0
1.2914656699632983,1.0
-0.5883151516164742,0.0
-4.338142791997398,1.0
-1.9116634071140641,0.0
-1.0140964941236157,1.0
1.1474629439390072,0.0
-4.986262116950782,1.0
-2.4725896384416317,1.0
-2.7761054496162116,1.0
2.1245391423944664,1.0
3.0149245611024043,1.0
-4.200012363309174,0.0
4.684040760599509,1.0
-4.912250985725811,0.0
-2.738032382830116,1.0
-4.723717262323453,1.0
-3.877702873822643,0.0
-5.233646031980636,1.0
-1.5355212471785347,1.0
2.1381094402700542,1.0
0.03373519699493088,1.0
7.140707962671426,0.0
-0.33957270370413006,0.0
-2.5495572609760764,1.0
4.222735137550789,1.0
-0.8305039704737567,1.0
-3.5382141246021575,1.0
-1.8870128010795093,0.0
-2.4656310169581497,1.0
3.393976396318651,1.0
-5.338189854924592,1.0
1.9237414271090283,0.0
-4.768848052246385,1.0
-5.182555763626831,1.0
-3.6364896855678075,1.0
4.515313583733087,1.0
-0.29383034354479065,0.0
-2.597188335683062,1.0
1.1859264297729855,0.0
-2.0344254802457273,1.0
-0.2796613648050035,1.0
-3.808773461643332,0.0
3.4507322022022584,1.0
-2.8487865586625114,1.0
5.195053141572877,1.0
-3.118162084458607,1.0
0.9659271115683143,1.0
-4.146635706475787,1.0
-2.39620574719957,1.0
-3.2090474582149646,1.0
-4.987883393459942,1.0
-4.918922901654716,1.0
-5.205698368591528,1.0
0.6302220833949059,1.0
5.317020161126713,1.0
-4.733038837480167,0.0
-3.392239927397201,0.0
0.9900284908068713,1.0
1.4786786624034436,1.0
-1.5959109427591711,1.0
-5.549805071377704,1.0
-2.8149180644257967,1.0
-2.474467532883889,1.0
-2.681714176917369,1.0
3.1727977439587587,1.0
4.178849378987126,1.0
-4.4272637594065385,1.0
-1.7980862068706809,1.0
-4.69829235918634,0.0
-1.036833233080804,1.0
-3.6679408215960336,1.0
-2.6985009868512195,1.0
-5.110087333780245,1.0
-1.137396236751668,1.0
-4.222975636162368,1.0
-4.14252334098035,1.0
-1.5857807612116277,0.0
-4.8321938879430055,0.0
-2.7725907563097416,0.0
0.023547521320716136,1.0
6.061643981241941,0.0
-3.036643842836355,0.0
-3.65982040332739,1.0
-2.940051433162132,1.0
-1.8523727970790147,0.0
2.2888266713869685,1.0
4.236892058501377,1.0
-2.9519893361204277,1.0
-1.6936900874516585,1.0
-5.101399250909944,1.0
-3.716375124053755,0.0
5.326358141127221,1.0
2.5479966680692128,0.0
3.040873551998176,1.0
1.8259739344102885,0.0
-3.465309718507436,1.0
-0.025329566356314892,1.0
-5.012393344373582,0.0
4.378641969443403,1.0
1.609954263738139,1.0
0.611052961685445,0.0
-3.665150800828557,1.0
5.134359202954388,1.0
4.377760788802407,1.0
-4.354843196838144,1.0
5.274377302486443,1.0
3.9332243352260687,1.0
6.2059200732994455,1.0
-3.813619515130979,1.0
2.1361532416704545,1.0
3.3038785577059007,1.0
-3.2368329888208316,1.0
-2.8972359759250725,1.0
3.5418304382233976,1.0
-1.5094748912137341,0.0
-2.5487066560637306,0.0
-0.41987172819249086,1.0
-4.110053276803089,1.0
-3.332747439467362,1.0
-2.992611157644661,1.0
2.056322111350471,0.0
-0.3182059289320449,1.0
-2.870447577731101,1.0
-4.938661338665397,0.0
-0.36220321557425716,1.0
0.7500169374882,1.0
-2.2571754929607573,1.0
4.555288226421181,0.0
-4.928699860598675,1.0
2.6965090066973403,0.0
1.7620558424087647,1.0
-2.93173672281089,1.0
-3.0919302099313515,0.0
0.5583588201189764,1.0
-3.7356263895038566,1.0
-6.655212542053753,1.0
0.7357160119327779,1.0
-3.18645064868861,1.0
1.3286041622186504,1.0
-3.881312523180976,0.0
1.4731654130413205,1.0
-0.7645276353348445,1.0
-5.631874227218446,1.0
-3.3208300377576006,1.0
-3.1493218898440194,1.0
-3.8427721963640025,1.0
-1.768826460344338,1.0
4.083617846626088,0.0
0.9904568670271465,1.0
5.281561065245274,1.0
0.28511181423998444,1.0
2.9335533326044665,1.0
2.6422594459892648,1.0
-5.315015336441778,0.0
-1.8951374603832867,1.0
-4.098469621036708,1.0
-3.163159495398601,1.0
-1.3159365168880546,1.0
-3.66228776544186,1.0
-0.9430543278354624,1.0
-1.8634320984711668,1.0
-3.922180911296234,1.0
1.5152438929868872,1.0
-1.8504436054156683,1.0
-4.430422371291685,0.0
4.033017913527991,1.0
-3.328643545639727,1.0
3.8571844535982738,1.0
-1.086964205665665,1.0
-1.9480934178126688,1.0
-2.402990739524772,1.0
-2.4922555499285703,1.0
6.188500579654237,1.0
-3.6671800431640906,1.0
-3.576786378703322,1.0
-3.184404725449941,1.0
-5.0322160821290085,1.0
-5.564928101308001,1.0
-5.789096156401348,1.0
1.057864246831892,1.0
-2.993544186994429,1.0
-2.8151851167112194,1.0
2.7032148231288566,0.0
2.8111796911471396,1.0
-4.270189495303227,1.0
0.7853303116207151,1.0
-2.9052596588680526,1.0
-3.5831539891236774,1.0
-2.6406135594675684,0.0
-2.5787404130824,1.0
5.790011169804853,1.0
-4.195155749669959,1.0
0.7423567168980285,1.0
-1.3188051483578598,1.0
-2.9425232281412566,1.0
-1.8914289265606294,1.0
-4.425609811980419,1.0
-4.083785918014666,1.0
1.9359278603434285,1.0
-1.3641915790213783,1.0
5.730039139788198,1.0
-2.669317415044541,0.0
4.2489000748380885,1.0
-2.920491607662772,1.0
-2.286368162367915,1.0
-2.626022481016757,1.0
-0.0014921717493887598,1.0
-4.620301458999122,1.0
3.9496153477386207,1.0
-3.097352240342386,1.0
-2.197169920827773,0.0
-4.9193975331987865,1.0
-2.050272740386348,1.0
-4.57837732462193,1.0
-3.266650153206836,1.0
2.78158209317433,1.0
-1.2713908164688643,0.0
-3.443093005614631,1.0
-3.1856512044866987,1.0
-4.543885470281109,1.0
-3.28170910744082,1.0
7.289783145410791,1.0
-3.003862290615729,1.0
6.226541330086663,1.0
-3.2960778107884825,1.0
-0.9222330739054352,1.0
-2.600453275682445,0.0
-4.796593799140942,1.0
-5.4190079558301365,1.0
-4.7603069281691175,1.0
3.1147707072723896,1.0
3.6141004251715727,1.0
-1.4041545293485573,1.0
0.48718650972664146,1.0
-0.997545831507876,1.0
0.0733479950044087,1.0
-4.196698102993355,1.0
-5.21675800050677,1.0
-4.103434863906529,1.0
-1.8082222518816948,1.0
3.1229748387554244,1.0
-4.981961118859707,1.0
1.255831519395938,1.0
1.1137795085205808,1.0
-2.397750895029304,0.0
-4.834386753841398,1.0
-5.798727270849879,1.0
-3.9768858330842476,1.0
-2.592077886750452,1.0
2.780424501544593,0.0
4.917592922835414,0.0
-6.153293331538096,1.0
-3.8600393305231293,1.0
-3.132468009077958,0.0
0.7155902542130694,1.0
4.06856156380612,1.0
-4.074397056627178,1.0
-2.096643527363712,1.0
-4.632859048231376,1.0
-2.2502133952655012,1.0
-2.5300398987915727,1.0
-2.469929344441072,1.0
-1.8704779355069163,1.0
-3.6226425968490226,1.0
-1.2000464665831618,1.0
0.030097019400272096,1.0
-0.11840102980952949,0.0
1.2113250294936613,1.0
-0.21340621446883157,1.0
-1.020295791838948,1.0
-2.8312897415884914,0.0
-5.1707534539992395,1.0
0.8301133756234216,1.0
4.70368038933373,1.0
-4.487083992421025,1.0
-4.95549322899591,1.0
-4.957338189952118,1.0
-1.997893903356383,1.0
3.23278600199146,1.0
-5.38047866332978,1.0
-1.3605140782720189,1.0
1.5207922614499358,1.0
2.0142294177177957,0.0
1.2534553763912606,1.0
-2.8673178821035528,1.0
5.4105244058591895,1.0
-1.1939900419156904,1.0
