earn_x0_lc1vs0_iate,emplx1_2
-0.4070919454629518,1.0
-22.845005329055624,2.0
-109.75377309630642,1.0
13.625178038162389,1.0
-59.229148998217056,1.0
-11.014020775674211,2.0
5.407440975849411,1.0
-52.43294722787954,2.0
-41.269139802205814,2.0
-74.05787398242535,1.0
-16.28975962744525,1.0
25.07770978205312,1.0
5.128205538217287,1.0
18.80365625991388,1.0
-11.598952509234834,1.0
-7.553074372789524,1.0
-25.891662763244398,1.0
-21.712623166822368,2.0
-2.711389809394859,1.0
7.652155955961632,1.0
11.949433123454696,1.0
54.52348153223454,1.0
-84.31950423064075,2.0
-32.64143838818554,2.0
-8.344657281425839,1.0
-69.4424077229607,1.0
-63.847153380487725,1.0
-81.05817001723369,2.0
-34.373553135572024,1.0
41.10438550103236,1.0
-26.489592567833867,2.0
7.9067299710008285,1.0
-163.50862215831,1.0
10.586567276074106,1.0
-32.84532159411728,1.0
-8.514226864319312,2.0
-17.110755928071853,1.0
-9.72805418400469,1.0
-50.71079655417657,1.0
2.5688743017383286,1.0
-7.1134515975787735,1.0
-41.28048363011811,1.0
24.486055844361672,1.0
-1.044087798058925,1.0
-0.4732908286021882,2.0
9.746965892079928,1.0
-6.30261724867654,2.0
3.8113900849479645,1.0
-12.739666569549321,1.0
-63.54234062633333,1.0
6.941722805941897,1.0
-17.021900762210578,1.0
13.195784684639904,1.0
-37.679799231249945,1.0
-62.57193136079951,2.0
-43.43753802539379,2.0
-0.4447638005254859,1.0
27.43958313401879,1.0
-26.9042180704123,3.0
-6.499163887814063,1.0
-0.4638201125401906,1.0
-8.01284719394744,1.0
12.174912589039522,1.0
-17.21242807042711,1.0
-17.130170747977388,1.0
-5.277842369025542,1.0
-15.786993859209389,1.0
18.61555574503062,1.0
51.637894434667245,1.0
-5.253541910605218,1.0
0.7234908080222441,1.0
-23.90143536522004,1.0
-94.72374384659912,1.0
-31.664504049622536,1.0
-18.85417675405941,1.0
-12.155401969407706,1.0
-16.329053538480593,1.0
-123.39874494407798,3.0
-13.041652560719442,1.0
-84.37103878368112,1.0
-6.267129635688022,1.0
-15.419380523347359,1.0
-22.28121960957222,1.0
3.1056082995783783,2.0
-12.363116880144077,1.0
-20.816464362889292,1.0
-56.93815387939708,1.0
12.371457089369756,1.0
3.8288223072084406,1.0
-27.833839165145093,2.0
-117.02648769703603,1.0
5.982069767742669,1.0
-48.9481632887281,1.0
5.455313182842101,1.0
21.048526756456624,2.0
-26.728751709232142,1.0
-30.77266653362401,1.0
-44.45389361520455,1.0
-35.04246584721409,1.0
-20.177777167577887,1.0
-8.502850545293427,1.0
-7.528429499355482,1.0
-11.36791759587063,1.0
6.871999054901913,1.0
-21.608926566641742,1.0
14.116194506175361,1.0
11.374885566146048,1.0
-83.28380584960257,1.0
-6.893520943549504,1.0
-18.93001114080846,1.0
-35.704105990197434,1.0
7.155757892935753,1.0
-16.604287813620402,2.0
1.4259810313131283,1.0
-16.665868504910236,1.0
18.51782436221437,1.0
-14.18759041146177,1.0
10.738547417734175,1.0
-1.3897865863070127,1.0
-13.365931720937624,1.0
4.710725635932363,2.0
-6.661615012305447,1.0
-0.48855238166809123,1.0
-4.524414858374598,3.0
1.3151619902345715,1.0
-23.35373056041088,2.0
-44.33550626359754,1.0
-50.92182878614858,2.0
-39.0600720215204,1.0
-72.42112069604161,1.0
17.150580220266335,1.0
6.111249108391348,1.0
-21.397050583600944,1.0
-28.21263255547825,2.0
-46.91787063034485,2.0
-15.220498710329252,1.0
-44.80632893215579,3.0
10.892595119162706,1.0
-14.474151070379541,1.0
6.602499429670711,1.0
-51.61270473179377,1.0
21.44238976140457,1.0
13.863303926093039,1.0
-29.326230557691076,1.0
-55.01265369223569,1.0
-27.43384904095307,3.0
16.70612749766598,1.0
-9.061133156183331,1.0
36.15314307510903,1.0
-34.90292069521689,1.0
6.877547092042214,1.0
-25.990724991532005,1.0
-8.888367496733395,1.0
-49.848092288834664,1.0
-45.439632762946815,2.0
-91.58419681712724,1.0
2.9776268666851706,1.0
-47.42873800509105,2.0
14.919402147418282,1.0
-80.78457564790665,2.0
-23.153222191512953,1.0
-17.061846337305944,2.0
22.940827246812603,1.0
-21.430723222056802,1.0
-15.669920600109208,1.0
33.66263599216448,1.0
-32.88468402522679,1.0
-13.817955617313316,2.0
-20.560752302008908,2.0
-42.85082638836593,2.0
-11.52822875945472,2.0
-17.682085222931647,3.0
19.813136815038078,1.0
-16.86696289239137,1.0
-15.155777368307696,1.0
16.568103003363262,1.0
-33.489272848561995,1.0
-27.55380652204039,1.0
-16.538486436280294,2.0
2.0990734764991927,1.0
-66.0562826216327,1.0
-36.33383907236714,3.0
10.38535522780279,1.0
0.24617075382920284,1.0
-19.686116071880463,1.0
3.6061445717458867,1.0
-0.25676095541062693,1.0
-62.22766634369884,1.0
-5.544855285100823,1.0
13.304652981446907,1.0
-43.18351554418595,1.0
-0.7950808224468631,2.0
14.168929058885997,1.0
23.46338538563299,1.0
-5.817386593796385,2.0
18.99110482094568,2.0
5.169457986210745,1.0
-33.01524081840253,2.0
-13.815185404309773,1.0
-41.97122971656125,3.0
-35.968732586405054,1.0
40.89291845317564,1.0
-10.253307990913441,1.0
-20.34472207552122,1.0
-80.71214177297293,1.0
-55.7098638748094,1.0
3.449445992660234,1.0
-26.108791262847873,1.0
-8.009045271923583,1.0
-63.443326648843254,1.0
-88.60862194611366,1.0
18.24658797458102,1.0
23.251112137279986,1.0
18.678519475916374,1.0
-23.336267658352426,1.0
-79.06626280046407,2.0
5.22898053733672,1.0
-26.52174941348079,1.0
-32.177942718297516,2.0
-34.07380184377416,2.0
-18.300185861277782,2.0
-16.231952566242796,1.0
-71.815526019169,1.0
-21.950628281710976,1.0
26.980374923619763,1.0
-47.42099721035652,3.0
10.517092387646358,2.0
-84.12714187728488,1.0
-47.27050970884858,1.0
-71.75029904275789,1.0
-16.78086984349575,2.0
-14.63152424201081,1.0
3.2032171394398574,2.0
-51.17667814149843,1.0
7.309814388578388,1.0
5.224686795709104,1.0
7.8604196275040294,3.0
-45.75205950512668,1.0
11.944341333051142,1.0
45.23596675418014,1.0
-1.7236459637434933,1.0
32.70991485916923,1.0
22.30936654178072,1.0
-23.54369536684095,3.0
32.278313349752466,3.0
-8.371100086019037,1.0
-37.112805198446154,2.0
9.175591404576437,2.0
0.3194681308714564,1.0
10.146691622210275,1.0
-30.921892179118863,2.0
-5.9522433482251245,2.0
-22.5894611978797,1.0
-68.69528887134163,2.0
4.467065160617807,3.0
7.653793937185327,1.0
-57.778830929523735,1.0
-26.77178998644925,2.0
-81.72709813542292,1.0
33.823351877089834,1.0
-8.78255878988972,1.0
2.6243602285924226,1.0
34.351337738951386,1.0
-30.761493907779368,1.0
-16.307822279897437,1.0
-41.46642477321302,2.0
32.372234284369256,1.0
44.513464577221114,1.0
-58.56492558865193,2.0
-4.063845819899711,1.0
-28.273384121465227,3.0
-6.272760704970054,2.0
20.755231313689265,1.0
-91.74177526406334,2.0
15.562331727370179,1.0
-25.8864987834463,3.0
3.0890251012518535,1.0
-2.62096502355287,1.0
3.1853182590502898,1.0
-25.87531563977609,1.0
26.977653223090783,1.0
-65.47259440949625,1.0
-13.917400952247263,1.0
-36.866385591896915,1.0
-14.474809084800427,1.0
-63.099068968955635,1.0
-18.245181701219956,1.0
-31.198623038498397,1.0
-11.354129418813557,1.0
-28.0683711248588,1.0
-10.671849944250482,2.0
-2.6900670983443433,2.0
-11.391826271559353,1.0
4.58560250766511,2.0
-26.00396382200247,2.0
5.962269450588135,1.0
29.650364201033284,1.0
25.77633779951657,2.0
-8.87262706094242,2.0
13.219925275565515,1.0
-95.21979968303776,1.0
33.35073399358154,1.0
-18.733513898916236,1.0
-45.17371029969604,1.0
-2.7129473318952932,1.0
-24.47573611716598,2.0
-93.35742030085191,1.0
-46.79154990860775,2.0
-2.699994809299426,1.0
-16.9382119863061,1.0
-5.589287724458131,1.0
-9.570789955842827,1.0
-12.878353250354138,1.0
6.945366687283979,1.0
-29.93963267935638,2.0
-8.445608326627763,1.0
-68.34387838038458,1.0
-19.24194610298403,2.0
-43.25476802892524,2.0
-25.624880918702615,1.0
2.440183706613155,1.0
-13.824775343900967,1.0
-8.510801864534074,1.0
13.708799432467401,1.0
-112.8247993029629,1.0
-26.52172523055407,1.0
-11.329556702479778,1.0
-1.9522364002690438,1.0
-16.017013927098688,1.0
9.362556445730903,1.0
-23.374057075397555,3.0
-1.3171573717733622,1.0
-20.011965392750653,1.0
-4.540160933548975,2.0
-22.124919191767674,1.0
7.202046413281096,2.0
-16.854771784561645,1.0
-38.71439966974725,1.0
-5.9554099232273074,1.0
-38.82171357173473,1.0
-30.975792009271487,2.0
-15.092382196964195,2.0
0.8107073494423531,1.0
-32.932203188167136,2.0
33.1991054091485,3.0
8.132732175861129,1.0
3.1895421987499333,1.0
0.8385737777607218,1.0
-35.01693774862085,1.0
-31.23788408241228,1.0
23.56801603270037,1.0
14.111367122087836,1.0
-60.61897535209994,1.0
-63.91245316229629,1.0
-24.741181745013023,1.0
-66.92016084987085,1.0
6.115617451342814,2.0
-65.17353211600948,1.0
26.62492650255743,1.0
-9.825361081526609,1.0
0.45475172279282106,1.0
-32.441631527250905,2.0
-35.26416463172802,2.0
4.411661443835975,3.0
0.9928425364072844,1.0
0.5097597368233551,1.0
-95.01094394131906,1.0
-7.236494026950854,1.0
-92.33327855752373,3.0
30.836633458646702,1.0
-6.099567908591752,1.0
-0.10903621143791042,1.0
-11.996063127715429,2.0
-1.5239058183850638,2.0
-24.608797647906812,1.0
16.351478825998633,1.0
16.295944405525333,1.0
-16.946669845922855,1.0
-22.385281815526184,2.0
-33.840917330417795,2.0
-76.5985630054845,1.0
-10.109043805861575,1.0
-11.552297294233398,1.0
-28.174027858757825,3.0
-19.49077651689197,1.0
-19.100052956982122,1.0
-36.625199194861125,2.0
-120.17659676749918,1.0
-2.677860972303165,1.0
-51.51948098748568,1.0
-3.5326376052079596,1.0
-15.793226475797184,1.0
-8.765638398899505,3.0
-46.008151442310464,1.0
-10.898576416683682,3.0
-25.468775039373938,1.0
-22.023580256156833,2.0
-45.75349392180044,2.0
-64.17274003548971,1.0
-8.050193967281643,1.0
-48.45110827789125,2.0
-38.77574362880193,2.0
-7.775003541483727,1.0
-0.16476884097748723,1.0
-31.31908800077526,2.0
14.530652587235807,1.0
-1.1609304273283385,1.0
-15.73478962881336,1.0
-21.77061585979304,1.0
11.32567647591047,1.0
-64.04330440207383,2.0
-46.58769675330211,2.0
-45.12382267327695,1.0
-20.561445037846,2.0
12.395646075071909,1.0
-21.801663325296772,1.0
8.590969639786962,1.0
11.337916301149448,1.0
-94.66161212161865,1.0
-71.04693395196705,1.0
13.035616074988184,1.0
4.1742155701211345,1.0
-33.86437270175679,1.0
-16.1853873836069,2.0
19.17420413561493,1.0
-1.7041130391777415,1.0
-33.2289409992386,2.0
3.1938159128373513,1.0
-13.336208302368888,2.0
-29.379350328908743,1.0
14.244353211233602,1.0
4.664645902415401,1.0
6.215235571522371,1.0
-2.642794210039483,1.0
-7.985376357824265,1.0
15.234946739827066,1.0
15.273062865116444,1.0
-66.26024383587207,1.0
-15.731832849572186,1.0
10.009950842523928,1.0
-33.417998723508276,1.0
-13.874619580772617,1.0
-14.526447860215228,2.0
-68.53110172748768,1.0
-21.79078295039261,2.0
31.442652230715154,1.0
-5.301814476178265,1.0
11.985579244934456,1.0
-18.75448347337519,1.0
12.706194007012048,1.0
-13.827832556747829,1.0
-14.250462469206667,2.0
26.713851184546343,1.0
-49.11866459253582,1.0
34.22125069065174,1.0
-5.457675816905521,2.0
-91.73193103520327,1.0
-6.37030485137096,1.0
-9.393695817397969,2.0
7.5352484222485145,1.0
-32.64369212903176,2.0
-36.34160610673878,2.0
-77.67313736550557,1.0
-71.53013898683776,1.0
-27.51942808938429,1.0
-18.57462641485869,2.0
-0.7172633329239346,1.0
-2.0867618249919406,1.0
0.38456188711261063,1.0
-24.9007374009841,2.0
7.925915313047227,1.0
20.686299551624757,2.0
-28.840670137257945,2.0
-50.62102641644583,1.0
4.448557152264215,1.0
-10.805075695088853,2.0
-19.99891677517452,1.0
-5.011484312774428,2.0
-52.10384653177357,2.0
13.037643261653377,1.0
-48.07623559843485,3.0
-23.03835962718037,1.0
19.128430515934646,1.0
-42.97543290105334,2.0
-5.50917901604636,1.0
2.8900455312116833,1.0
22.166318669447932,1.0
-16.81422105508227,3.0
-77.55618891474683,1.0
-14.674865197169126,1.0
18.122794330226725,1.0
-17.933345065832555,1.0
-25.639362625729746,1.0
31.952082070121254,1.0
-82.35190978010598,1.0
11.6305668884346,2.0
-14.494295973817405,2.0
-10.826119494661977,2.0
23.34808899745498,1.0
-0.9929269736854849,2.0
7.666391918327221,1.0
-12.559154239890631,2.0
8.779896176591592,2.0
-17.94762061733701,2.0
-29.03455388795399,1.0
-23.58885101330847,1.0
23.23714825536491,1.0
-38.47843798794037,1.0
-20.142233277623433,1.0
-25.515811951765556,1.0
-7.770741695330798,1.0
-30.906286343566194,2.0
-47.7610795529431,1.0
-18.217005063995657,2.0
-4.284467749627197,1.0
-38.93231968275336,2.0
-5.25572952499067,1.0
-152.0898844608795,1.0
6.584579913852562,1.0
-11.121501534119965,1.0
-16.91914676545707,2.0
1.3021768062505794,1.0
-25.918874444200185,2.0
16.71166211525184,1.0
21.507032773174274,1.0
-37.65772032925406,1.0
-42.96638681704792,1.0
25.192935459096475,1.0
-40.80640101881227,1.0
-49.8502791746742,2.0
2.51375070755239,1.0
-27.159416963720048,1.0
13.42631913343591,1.0
-24.328127266813098,2.0
5.997741980370286,1.0
-33.02699222135675,1.0
-52.70210961790656,1.0
-39.081578435896844,3.0
-72.0209414118226,1.0
-5.216646315834765,1.0
-25.09612687862452,3.0
-13.412264603340176,1.0
-35.90358437585704,1.0
-17.507160284418433,1.0
31.90983209293404,1.0
31.052049599244356,1.0
40.15502264294944,1.0
-10.94458555872201,1.0
-13.031317092085715,1.0
-9.438198278995799,1.0
-28.4403395454965,1.0
-14.062525661143972,1.0
-10.815057584637813,3.0
-15.83548381445678,2.0
-3.2548958956481613,1.0
1.0587747802951684,2.0
3.433794025551819,1.0
-8.733453428903744,2.0
-7.653201005230699,2.0
14.166450834601022,1.0
5.673127877100832,1.0
-14.73192114242886,1.0
-24.04408012436349,1.0
-17.81242921198435,3.0
-46.804616349270304,1.0
-11.04658018348809,1.0
-26.08177450672494,3.0
-42.226781293386125,1.0
-52.028013765354046,1.0
3.3369174201632132,1.0
-6.084796008527096,1.0
-8.951652682826818,1.0
4.2482179223267025,1.0
-101.75027383648569,1.0
-12.017990565835085,2.0
-23.17793099026494,1.0
2.8326807793182667,1.0
-82.33802600633629,2.0
3.2321853476458102,1.0
-25.74596997871862,1.0
20.886750045524906,1.0
-54.987967642228796,1.0
-3.42608092944376,1.0
-3.745203650217775,2.0
-65.99664556832943,1.0
21.014408027751244,1.0
8.155058163913601,1.0
-3.8083273680976646,1.0
-27.72387270611398,2.0
-27.257938616290517,1.0
-1.4464258034296336,2.0
15.897108811388993,1.0
-31.743512176199943,2.0
-37.2384707710936,2.0
-55.66234583322665,1.0
-20.08666972089614,1.0
-88.33758167414555,1.0
17.61334169843471,1.0
4.994318912734067,1.0
-13.71926373855473,1.0
-30.571387540016985,2.0
-2.895488624122436,1.0
11.13475352386854,1.0
-5.001615812994735,1.0
-61.26498734916947,1.0
-148.97199315480998,1.0
-32.82188663373779,3.0
-11.120805165916185,1.0
21.2779327835012,1.0
-61.95503177924667,2.0
-24.022239305438006,2.0
-38.31777910970308,2.0
-4.595858967420728,1.0
2.3698930092297132,3.0
-1.968066326918887,1.0
3.5985215939210775,2.0
-25.482875634370814,2.0
-26.2624711391839,1.0
-24.552096542867645,1.0
-11.158581783241061,3.0
-55.20408620984523,2.0
-28.534137491805325,2.0
27.61204785936991,2.0
-31.304288104219893,1.0
1.1431663125641762,1.0
4.812624734465345,1.0
-34.9171392555252,1.0
9.670817841420657,1.0
-7.056091958612825,1.0
-4.330731882858757,2.0
-96.57752041071797,1.0
19.104170964898074,1.0
-31.37766807378614,1.0
18.5020629366918,2.0
-16.21471625771934,1.0
12.302435051733028,2.0
-14.355678174238221,1.0
-12.029114763460578,1.0
-110.64007832694904,1.0
-11.08111668109683,1.0
-5.002119938472802,1.0
-134.9774686976217,2.0
-25.999670484649812,3.0
-30.238268085186576,2.0
-57.581467582319874,1.0
-63.874244365007115,1.0
-16.45756962711576,2.0
5.3708554598786975,3.0
-34.78675844184917,1.0
-11.860193813156698,1.0
-9.279567169083101,1.0
-2.560976691365795,2.0
-15.03647993969824,2.0
-25.24425557111715,1.0
-36.737505952682056,1.0
9.180935565832968,1.0
-27.903110160495032,1.0
-8.048588173349657,2.0
-7.400145090954563,1.0
-45.09557140566918,2.0
9.149684138427915,1.0
-17.211244504976605,2.0
-33.41500370022608,1.0
-14.098398875972123,1.0
-12.087979755362369,1.0
-12.780675167183638,1.0
-70.867141334101,1.0
-14.953235321563511,1.0
-37.02846209837193,2.0
-13.899353379992306,1.0
-12.400015587440187,1.0
-50.227330038670516,2.0
15.655632252369912,1.0
-3.128515017973342,1.0
-9.474786422634054,1.0
-19.56784667399123,2.0
-74.18927722615939,1.0
-6.165490231509551,1.0
-10.695230442350308,1.0
-29.87693268783056,1.0
4.72756235412519,1.0
-16.661275219468905,1.0
-75.12373569133274,1.0
-22.586152126364027,1.0
-76.46759424125298,1.0
-44.08572574867242,2.0
-4.68579043825747,1.0
-87.58561291269848,2.0
19.38421261354273,1.0
-19.534000781070148,1.0
-36.58708941602646,1.0
-10.6613389970911,1.0
23.460737733832325,1.0
21.871878021536418,2.0
-14.7170630585872,1.0
19.64141636776769,1.0
-8.527101518841675,1.0
-11.628114056109155,1.0
-2.7561670504456295,1.0
-13.451946732254754,1.0
24.11703952264066,1.0
-5.343072445506181,2.0
7.507554040878115,1.0
6.899581319437829,1.0
30.513879494323632,2.0
-79.34511790281431,1.0
13.640141826585705,1.0
-27.06984196841671,2.0
-32.024195596415154,1.0
40.27230759330208,1.0
20.244775512048676,1.0
-7.870215580061192,2.0
-53.82908168237063,1.0
-28.893722705796733,1.0
4.905283052550544,1.0
-10.528350323631955,2.0
-126.46341477204749,2.0
30.240034804459512,1.0
-15.50773584455078,1.0
-100.70706223191905,1.0
-8.864181438057273,1.0
-28.01091274362929,1.0
-13.80012043033166,1.0
-0.3130131773748417,1.0
-27.579230263320426,1.0
17.37829650605022,1.0
6.321568777789082,2.0
-24.51883847415158,1.0
19.03076887672426,1.0
-85.0094405627791,1.0
-21.651549760594747,1.0
4.496013451105664,1.0
-14.553725217924125,1.0
-20.185359666477083,1.0
-7.739485829213265,1.0
0.2184850988323015,1.0
-125.89211999175973,3.0
-14.403033065561388,1.0
-39.86644066931717,2.0
-13.229368914787528,3.0
-7.422676048979373,2.0
-111.75559716153236,1.0
-5.149571352921001,1.0
-132.81743964887164,1.0
-20.987089934249894,1.0
3.1773976542531273,2.0
-7.1181425373464435,1.0
-82.82129065462823,2.0
-22.959207931561366,1.0
1.692114518469566,1.0
-6.416970049501401,1.0
-4.610333411051101,1.0
-26.887638295149763,1.0
7.7426312039576715,1.0
31.67633582798114,1.0
-2.136079078574758,1.0
-27.44014378322902,1.0
-22.394926123667346,1.0
-15.074395778643577,1.0
-16.846413326211973,1.0
-23.95484518882948,2.0
-14.279813484825297,1.0
2.0466167417362726,1.0
27.2828101948798,1.0
-14.414619856672982,1.0
-5.092866946662127,1.0
15.860201138999628,1.0
-36.32053808097419,2.0
18.24716949887039,1.0
-59.62861145466525,1.0
27.679487638154633,1.0
-1.01013665095212,1.0
-18.53537507782739,1.0
-85.18150632710189,1.0
-16.575035027167417,1.0
-24.097851415858017,1.0
-125.73401060796152,2.0
-5.773681759197236,1.0
-51.109125812108516,1.0
7.084320459847376,1.0
13.590511902508332,1.0
-29.02544100288678,1.0
-7.236869023104504,3.0
-41.2209538576077,1.0
-4.537613896178527,1.0
-17.57954299879154,1.0
-11.844797231994818,1.0
-32.699944260557686,1.0
-20.341291797123525,1.0
-10.396631445682608,1.0
-26.46617521568453,1.0
26.360590623593566,1.0
-19.508420538014292,2.0
-70.05658305898316,1.0
5.3030435782309695,1.0
-25.315245823002442,2.0
-3.267418040374679,1.0
-11.510271156134593,3.0
-25.171003430590844,1.0
-11.538797699826432,1.0
-11.722967969221969,1.0
-22.735382665520035,1.0
-10.867919038845713,1.0
-41.439769442076226,2.0
-22.418415409619797,1.0
16.378860507985095,1.0
-3.6056036950929595,1.0
9.790327181649225,1.0
-49.33823669540243,1.0
5.12192836377578,1.0
22.085825608595286,1.0
-22.764087332150044,1.0
20.471203549351344,1.0
-6.966199147512853,2.0
-12.56515119270182,3.0
-8.658477322771184,1.0
14.66306704684907,1.0
-54.499465521194224,1.0
23.307043959796204,1.0
-2.272287348799125,2.0
-47.02985121708318,1.0
-26.751516550676342,2.0
3.488985732854619,1.0
1.9485686420458421,1.0
20.796720301448545,2.0
4.041495455963798,1.0
7.711258236499901,1.0
-14.889569793802117,1.0
-77.94374508146268,2.0
31.40102317270121,1.0
-19.027300987862656,2.0
-36.72650267312267,1.0
-6.714356606810673,1.0
8.936498532261027,1.0
0.1375443254881361,1.0
-59.83416533894217,1.0
-37.49212259963144,1.0
-33.024246514040414,1.0
13.119601728429927,1.0
11.105951643569938,1.0
12.134234135908713,1.0
6.848898184273935,1.0
11.372010785868756,1.0
-118.25119243078314,2.0
-14.03292192612458,1.0
-130.7069549389505,2.0
-43.665585427278245,1.0
-37.13288339432131,2.0
27.301494321119776,1.0
49.752368468489465,1.0
-19.838668756873858,1.0
-5.618887913888955,1.0
-5.456688134560725,2.0
-39.906660375393955,1.0
-70.83492883518034,1.0
-27.77170824769675,3.0
1.9237727385868482,2.0
-19.121449591032132,1.0
-19.90293558053429,1.0
-3.6271490471548304,1.0
16.23951690979942,2.0
-6.33729323540696,1.0
22.360150865820955,1.0
-25.303670760198884,1.0
-33.593234005150066,1.0
-31.95149960027345,2.0
-5.669015952673391,1.0
-8.724403597962038,1.0
-78.43737661557589,1.0
4.508247145679768,1.0
7.416529360794698,2.0
-24.596983330729678,2.0
-2.0961257127077317,1.0
-56.02247360159515,2.0
-4.565514679123652,1.0
9.589106377918817,1.0
-12.152503945206192,1.0
20.382327131414286,2.0
-18.364530811886254,1.0
-5.947010457545474,1.0
-9.664396424086135,2.0
-26.824096454768267,1.0
-27.82231544624679,1.0
-18.68593198812931,1.0
-22.278408053958366,2.0
-6.286693695916426,1.0
-19.1640066223232,1.0
1.7840354307413122,1.0
-58.679814863226284,2.0
-41.156390212056124,2.0
19.335907972297832,1.0
-106.80704399266176,1.0
-13.977019116096074,2.0
13.465863124521888,1.0
4.773497135764686,1.0
9.806178083362852,1.0
-3.2903165758045816,2.0
17.445794893473305,1.0
-17.854649993181724,2.0
5.055504221028457,1.0
-21.495177524157754,1.0
3.8255789867862404,1.0
-0.6528609850988119,1.0
-7.378830741965913,1.0
-27.78604635901786,1.0
-21.07562602561825,2.0
8.651366505607754,1.0
-19.75971068335332,1.0
0.02090318604859931,1.0
22.162058702333844,1.0
-20.67571710963955,1.0
21.082088691149693,2.0
-54.299363862817586,2.0
-9.23046994519332,1.0
4.774365254713473,1.0
-32.353881976764,2.0
-4.062751873479641,1.0
8.033415650951692,1.0
-12.168888315052683,1.0
-6.520509573424539,1.0
-120.13726615745009,1.0
-72.46864562020914,1.0
9.718476307533251,1.0
-48.66294228970577,1.0
12.770161204845081,1.0
-43.31811768462802,1.0
-30.923334710813805,1.0
