sal_4_lc2vs0_iate,emplx1_2
-41616.64765040414,1.0
-41377.991059488195,2.0
-62848.08221257478,1.0
-47564.35614752073,3.0
-53037.76222915432,1.0
-29221.379892955112,1.0
-39724.22087896541,1.0
-38898.11163767874,1.0
-58562.52168560731,1.0
-58941.70125389714,1.0
-42284.06263325778,1.0
-35668.67947284247,1.0
-31041.814877568584,1.0
-58991.124468811264,1.0
-58792.37008313186,1.0
-41631.87234752899,1.0
-35842.24458258529,1.0
-41891.20881339818,1.0
-55053.82243716665,1.0
-60856.31040915788,2.0
-42444.64691402629,1.0
-30858.999614536886,1.0
-40318.98443840466,2.0
-30427.41492617264,2.0
-28362.601981205757,2.0
-38221.10661149369,1.0
-58809.651445625794,1.0
-50902.60561134422,1.0
-42357.84281070084,1.0
-55941.81876476228,3.0
-31997.45378963175,2.0
-64717.775798823306,1.0
-58418.27833236145,1.0
-60186.80733633153,1.0
-44153.137535092035,2.0
-41493.17158879239,1.0
-31536.572089153633,2.0
-40207.02432968165,1.0
-35152.574783778095,1.0
-47104.32441971736,1.0
-30034.751165496906,3.0
-55211.196384902374,1.0
-46095.368004237214,1.0
-28670.01015339695,1.0
-53183.122377655105,1.0
-48298.51038375472,1.0
-34384.298121460015,1.0
-35822.52451189594,3.0
-28274.041867765485,3.0
-39312.273377397505,1.0
-32147.284935649455,2.0
-51719.6901932483,2.0
-52291.506564701886,1.0
-47045.10772020415,1.0
-41500.18906537585,2.0
-30449.616737931377,2.0
-40790.73778224728,1.0
-55372.401530079704,2.0
-47897.81614284977,3.0
-40196.69208117326,1.0
-58199.186892409685,1.0
-43626.6108160818,2.0
-64852.15794137567,1.0
-43239.854811957586,1.0
-30771.367948461855,1.0
-40220.55441207775,1.0
-42035.87686069045,1.0
-54918.544845770935,1.0
-29331.5023792748,1.0
-30962.16798448716,2.0
-45472.800380952634,1.0
-42086.56693456104,1.0
-52169.226814523354,2.0
-32202.674248717827,1.0
-39747.840776445024,3.0
-46308.34551685513,2.0
-40766.39881328867,1.0
-57487.57568615262,2.0
-44727.46955267918,1.0
-41796.34834726095,3.0
-39339.79657122983,1.0
-49997.072161520024,1.0
-48647.70324227595,1.0
-53421.01427070689,1.0
-30689.35094119703,1.0
-57097.45875661726,1.0
-36717.554931769904,1.0
-56809.28160539321,1.0
-50471.15113186186,1.0
-65588.94855758359,1.0
-46299.29299840157,1.0
-41078.60256529815,1.0
-38105.022469697076,1.0
-28613.250185756388,1.0
-35146.773751651155,2.0
-28721.651630359753,2.0
-32271.239598336742,1.0
-36060.11748819488,2.0
-39309.45234783266,2.0
-53831.87563498973,1.0
-40615.41401548038,1.0
-30698.27233462732,2.0
-49241.33368467829,2.0
-31064.68273936795,1.0
-57535.78636081416,1.0
-47594.077514432625,1.0
-38794.78284640704,1.0
-29947.96783228662,1.0
-42520.54971670527,1.0
-29854.64821933341,2.0
-62698.62277938816,1.0
-32717.700337279734,2.0
-53436.6263718675,1.0
-29365.608552057463,1.0
-50946.42237293795,1.0
-37881.05370094672,1.0
-38111.11323008292,1.0
-46722.59082088963,1.0
-51984.277372865356,2.0
-54568.45925915553,1.0
-57717.83778825219,1.0
-39945.0629654374,2.0
-56807.851113351775,2.0
-32137.509010287336,1.0
-40699.01710555279,1.0
-36849.174575105935,1.0
-55332.9522383919,1.0
-39448.24856524209,1.0
-59800.991346707946,1.0
-54557.30044329127,1.0
-35242.83100672737,1.0
-52280.21038523967,1.0
-51829.712850313124,1.0
-47116.12057754614,1.0
-39028.307233391926,3.0
-36307.604741173185,1.0
-34893.25375602408,1.0
-33098.39388350958,2.0
-52183.62076944361,1.0
-28988.898335099955,2.0
-53212.342949814134,1.0
-54901.2398524317,1.0
-29164.163041354015,1.0
-56286.772903909514,1.0
-49598.9257116534,2.0
-28892.802663737446,2.0
-43628.146909992865,1.0
-54553.07179641239,2.0
-33884.715581844765,3.0
-48863.664347957274,1.0
-52005.03666425255,1.0
-41460.30138183577,1.0
-37070.29592194788,1.0
-28711.169988075122,1.0
-30360.198253250826,1.0
-39308.44660634728,1.0
-57712.23600236485,1.0
-60058.76483438263,1.0
-31799.5124815367,1.0
-62331.813693029995,1.0
-45823.01017171881,2.0
-59774.96850267016,1.0
-43099.716794692584,1.0
-33291.27782207086,1.0
-28499.851373391553,1.0
-40897.07425523356,2.0
-40172.03506180154,2.0
-40015.98173833554,3.0
-47907.525934174766,1.0
-32716.27714968459,1.0
-61261.37174485566,1.0
-38002.41674988871,1.0
-62830.19354790912,3.0
-29506.396531326187,1.0
-56748.96390894838,1.0
-53536.81806650363,1.0
-38506.81162606761,2.0
-38222.82627786738,2.0
-57405.94880417225,1.0
-46117.88355154743,1.0
-40411.0076122333,1.0
-37545.72872296212,1.0
-50515.015275958096,2.0
-38128.710341402555,2.0
-59976.45420734244,1.0
-29262.044264820554,1.0
-55852.046634874816,1.0
-32480.51651642647,3.0
-36192.93889363139,1.0
-44403.12058051227,1.0
-31197.762121936034,2.0
-62063.30883837056,1.0
-40516.126074079104,1.0
-58772.46798808553,1.0
-49904.41463302888,1.0
-43771.477355601746,1.0
-36845.88041425131,3.0
-60487.57586180043,1.0
-55917.77462329353,3.0
-55640.71372281629,1.0
-29557.161124087303,2.0
-57065.26384130893,2.0
-56765.49964031542,1.0
-61834.86299539058,1.0
-57576.44302303785,2.0
-31966.425249709766,2.0
-32942.11581700925,1.0
-40323.58856844129,1.0
-45273.34172707087,2.0
-35368.39135171345,1.0
-40925.76794247952,1.0
-28527.049415250636,1.0
-39324.884731839935,1.0
-41624.73911768063,1.0
-57696.494999761904,2.0
-60560.709094805774,2.0
-56823.996478265515,1.0
-34334.56611511267,2.0
-33397.73604929031,1.0
-51950.92648451801,1.0
-45372.90987949469,1.0
-41836.28545614419,1.0
-66754.325207061,1.0
-61628.71139676675,1.0
-32807.20513454085,1.0
-34480.78745244909,1.0
-57080.23812685479,1.0
-39202.8170559337,2.0
-39571.20544829304,1.0
-49951.74715893161,1.0
-30100.897331118096,2.0
-42057.1854740764,1.0
-42837.70416045057,2.0
-54681.56922762553,1.0
-28090.114799035477,1.0
-42438.24568964615,1.0
-46620.351054721075,1.0
-29052.424224641756,1.0
-35627.274760681925,1.0
-41134.717188035385,1.0
-45378.4942773013,1.0
-63720.2747959584,1.0
-35007.60829939198,1.0
-41959.64259845807,1.0
-55995.379205297286,1.0
-35433.31423987117,1.0
-32026.961080713736,2.0
-59030.414250988135,1.0
-30871.275438194727,2.0
-41850.49012454605,1.0
-35252.65253508008,1.0
-33026.0229346932,1.0
-57860.475265143774,1.0
-51588.98782797577,1.0
-56133.56409062912,1.0
-46607.9564328093,2.0
-42246.28931822904,1.0
-55305.42599865718,1.0
-45711.319835665985,1.0
-30436.363863147686,2.0
-59666.09940353943,1.0
-56781.54611615407,1.0
-44916.84962866889,2.0
-29132.40943229369,1.0
-32733.509780276283,2.0
-41098.148410894515,2.0
-56783.7876008756,1.0
-60057.86041468923,1.0
-31052.95925177839,1.0
-38443.89840878986,2.0
-44127.94465102104,1.0
-42911.036133727845,1.0
-41419.393744259505,1.0
-29106.22405748845,2.0
-55731.201596053405,1.0
-33608.813153138115,2.0
-40430.228867026526,2.0
-60659.99867226392,1.0
-39256.36548232785,1.0
-44953.17902763747,2.0
-51611.29690486183,1.0
-50870.170881214624,2.0
-37424.32844144291,2.0
-38298.3460027535,1.0
-36911.408098941,3.0
-58340.68807913855,1.0
-46406.864408561916,1.0
-41502.94615896529,2.0
-45419.93444037286,1.0
-58613.06985604121,1.0
-45579.77116677533,1.0
-42585.04648918446,3.0
-57929.95280642412,1.0
-37792.39691360261,1.0
-59902.01130103544,1.0
-54271.682978326906,1.0
-55497.476642475885,1.0
-50535.7328337169,1.0
-60688.62589284798,1.0
-31040.397400852336,2.0
-45508.92177870663,2.0
-39018.881217586095,2.0
-44203.68643556158,1.0
-29691.292598434768,2.0
-44008.42203291494,1.0
-33287.60472631466,2.0
-32967.59774247206,2.0
-40421.732620960356,2.0
-54897.46457328409,1.0
-38833.7527704121,1.0
-43647.919497808245,1.0
-36670.79825237861,1.0
-34567.65830814112,1.0
-53276.09164873191,1.0
-34804.33933590587,1.0
-30827.050123173613,2.0
-29515.31480022581,1.0
-53167.28250266495,2.0
-34163.77394796619,1.0
-55047.747109940996,2.0
-48206.215612920685,1.0
-60543.959393054305,1.0
-44262.472225223944,1.0
-39541.509233,1.0
-45715.96007187407,2.0
-39371.98798803873,1.0
-48833.26971461811,2.0
-31441.568748933078,1.0
-29054.487653280372,1.0
-52390.44158919978,1.0
-58766.746718955925,1.0
-30724.266882042462,1.0
-57957.177951819205,1.0
-54120.93851099038,2.0
-28188.677550842076,1.0
-31015.834896338776,1.0
-43046.26837823541,1.0
-44986.985033066565,2.0
-46209.08130254185,1.0
-32616.16126582513,1.0
-59080.79207690769,1.0
-41339.41637510259,3.0
-59338.8196924409,1.0
-50805.452443290684,1.0
-37538.799590859824,3.0
-39240.82877227547,1.0
-53768.77079677024,1.0
-29564.363220100684,1.0
-30756.1670139026,1.0
-45211.822321090265,1.0
-51453.60499934022,1.0
-55730.206515369326,1.0
-31205.77265538768,1.0
-38234.07018270827,1.0
-61964.85102482408,1.0
-39035.578252136474,1.0
-43003.053304546236,3.0
-35071.02790208635,2.0
-52179.1584369584,1.0
-36491.66896047375,2.0
-41100.998417717696,1.0
-45617.50231887592,2.0
-29789.22657349421,2.0
-40176.858533117396,1.0
-49357.41011101158,1.0
-32132.129103157175,1.0
-52164.552698283434,1.0
-39758.11400243606,3.0
-57547.2505172751,1.0
-40056.45787754892,1.0
-33129.922608410096,3.0
-59146.191740507944,1.0
-55247.541283629835,1.0
-40827.94504393357,1.0
-47742.69170446771,1.0
-41340.33893400003,1.0
-43087.38310594586,1.0
-66693.7241081594,1.0
-36991.45915306554,2.0
-59023.81799357472,1.0
-43130.72309171863,1.0
-59066.92867614147,2.0
-39723.24306388934,1.0
-33649.711816955445,1.0
-40673.69891657977,1.0
-57454.45457641613,1.0
-39222.700395838896,1.0
-30742.82967851022,2.0
-61899.21663081972,1.0
-32326.37128924476,1.0
-40765.65134872066,1.0
-45361.62962285125,1.0
-33923.53670809614,2.0
-28047.464504426294,1.0
-52771.15439446875,2.0
-37588.161609522664,1.0
-35400.191072407804,2.0
-53802.77006411696,2.0
-56005.31633970587,1.0
-56628.24064432485,1.0
-65937.22242174787,1.0
-50553.78082923802,1.0
-41187.527740827245,1.0
-57129.79672056569,1.0
-31662.643744453293,2.0
-38330.882325154045,1.0
-29701.47171537971,1.0
-53697.87015939421,1.0
-57667.54510913365,1.0
-64536.48333512666,1.0
-52843.85000546995,3.0
-43873.48163787616,1.0
-39788.81865165914,1.0
-34610.16306661579,2.0
-37055.215120992776,2.0
-35121.2793790231,2.0
-41504.14588902125,1.0
-30397.50941195439,3.0
-36590.028888495166,1.0
-28797.950073554464,2.0
-40473.14649092505,2.0
-59072.642438097275,1.0
-55308.6964097288,1.0
-51581.88109542182,3.0
-56156.29855930393,2.0
-29126.381327774558,2.0
-28326.786295507376,2.0
-53809.67576789792,1.0
-29927.99344828012,1.0
-50125.11572522418,1.0
-53912.94884272647,1.0
-49565.8391680449,1.0
-36489.34195287035,1.0
-39378.792615728824,2.0
-63415.77725781505,1.0
-41259.97320711833,1.0
-55328.86433042124,1.0
-28521.47168009043,2.0
-40442.90928968838,1.0
-29851.054640893766,2.0
-36491.464715732654,1.0
-47023.83562335508,1.0
-57750.12235928091,1.0
-31932.166235589848,1.0
-37954.48402148099,1.0
-59271.61004140001,2.0
-52054.62870221777,3.0
-52738.14232135085,2.0
-60775.308582353144,1.0
-34205.182192045926,1.0
-42817.418628549785,2.0
-48791.22191885917,3.0
-53746.12630026258,1.0
-49520.188447657565,1.0
-40761.37839747332,1.0
-29685.056347261758,2.0
-43207.71324597806,2.0
-49905.570740066265,1.0
-60440.11771259841,1.0
-44736.63758432375,1.0
-34496.10667665215,1.0
-35423.7280918607,2.0
-40322.55473485872,1.0
-38607.9045932509,2.0
-28351.53793357343,1.0
-52935.258349485724,2.0
-54967.66643405836,1.0
-30825.55986595193,1.0
-36946.21316537159,1.0
-41016.20587232733,1.0
-58925.57068636118,1.0
-30711.41489688888,1.0
-34520.99224297088,2.0
-52763.52229949029,1.0
-39751.300301494586,1.0
-29443.182211270716,2.0
-53933.78487802371,1.0
-34026.38319985832,1.0
-33221.68861930636,1.0
-38501.25156334514,2.0
-57929.347229177394,1.0
-42608.80130176373,1.0
-46655.067595083514,1.0
-31591.7039459969,1.0
-50791.20763045893,1.0
-41007.791753130696,1.0
-56608.9048042159,1.0
-29573.9599063829,1.0
-62125.09546580825,1.0
-53637.8852900255,2.0
-29889.263507954096,1.0
-60956.21042175582,2.0
-31906.88212367711,1.0
-41407.15688390669,1.0
-56674.97019284264,1.0
-38324.56034192968,1.0
-48009.02052330325,1.0
-30806.43126670779,2.0
-59790.876145124275,1.0
-45993.29713138003,1.0
-42875.3810009087,1.0
-35242.74240254852,1.0
-43565.70515933245,1.0
-50973.42437425755,1.0
-53069.33592083698,1.0
-51676.59865255717,2.0
-40141.43675278137,1.0
-51268.8258240456,1.0
-49579.0941158978,2.0
-57451.1777304482,1.0
-34880.19431130287,1.0
-56806.54002695554,2.0
-30572.202026606697,1.0
-46027.728963820235,1.0
-40102.22153987351,1.0
-39900.02880623512,2.0
-55936.888824580325,1.0
-59895.1450929976,1.0
-52004.271159066266,1.0
-36194.8269335697,2.0
-55884.803976198105,2.0
-41134.336674011734,1.0
-57358.078210103115,1.0
-66589.86258003957,1.0
-38018.542696828656,1.0
-44122.88897974139,1.0
-39948.49425974963,1.0
-29734.282905642256,1.0
-37805.523412591356,1.0
-31344.473512957928,1.0
-50371.8340394518,2.0
-42913.72791507003,1.0
-43139.149022151294,1.0
-63708.5205732694,1.0
-45462.074870282464,1.0
-47979.209765494146,1.0
-32781.634880011814,1.0
-58227.38533312992,1.0
-37223.0455435467,1.0
-41033.53724917484,1.0
-59087.09559694253,3.0
-55049.58552158258,1.0
-56050.86908409381,2.0
-53417.3595493302,3.0
-43527.40716040362,2.0
-61726.18389199911,1.0
-41066.49817503076,1.0
-60249.066375769544,1.0
-50694.45935269697,1.0
-28913.93048164742,2.0
-61917.5529004297,1.0
-56508.92793311397,2.0
-31384.000843259448,1.0
-49382.29901327976,1.0
-33679.491496986986,1.0
-40584.10710385835,1.0
-42952.072714728754,1.0
-29368.52256907103,1.0
-40497.20638063621,1.0
-45004.62043679229,1.0
-63749.41894736567,1.0
-55451.33570070501,1.0
-36763.30518653858,1.0
-62143.98207738358,1.0
-49111.33514451137,2.0
-35073.3571679875,1.0
-36107.152847197896,1.0
-53296.75696810777,1.0
-50594.369276065525,1.0
-51169.656182125866,1.0
-29170.486462491215,1.0
-50124.50848581146,2.0
-40186.13912483021,1.0
-59683.01488054427,1.0
-48726.97955482462,1.0
-36239.74377038711,1.0
-48169.46410640242,1.0
-60613.17791902918,1.0
-53218.47652114906,1.0
-35407.32658030946,1.0
-61820.220820175426,2.0
-38312.296500735836,1.0
-53675.7598283759,1.0
-49176.71126097244,1.0
-48289.101507587526,1.0
-43528.00165888277,1.0
-40071.586001930846,3.0
-53502.8657349594,1.0
-41187.41275253931,1.0
-34315.273798245944,1.0
-55108.768216922275,1.0
-32401.405341896825,1.0
-45892.8201646768,1.0
-40016.82900854436,1.0
-32121.29838480807,1.0
-30126.25746951987,1.0
-47341.19887549723,2.0
-59652.908557681745,1.0
-40883.07871709214,1.0
-53562.82486496627,2.0
-40797.10518829076,1.0
-52154.88909742266,3.0
-56494.39288834846,1.0
-30635.92596386939,1.0
-37537.738726762735,1.0
-42483.91335403557,1.0
-46840.35462607346,1.0
-51372.96063499979,2.0
-30212.915099546695,1.0
-53770.18993324916,1.0
-39207.89877704154,1.0
-43271.91660490073,1.0
-56832.790340842956,1.0
-41797.69031310962,1.0
-43436.30348373722,1.0
-41627.97584887847,1.0
-29490.946863693993,1.0
-41534.49649598968,2.0
-54632.502137358206,3.0
-43145.06778374458,1.0
-37389.25682007543,1.0
-53400.66315258682,1.0
-33697.04293465409,1.0
-29397.23229068704,2.0
-54978.035525148596,1.0
-52572.02585152576,2.0
-40908.837039041915,1.0
-34230.3305029181,1.0
-28747.965254364943,2.0
-29118.42527523047,1.0
-43140.9170512594,1.0
-54253.705576167806,1.0
-56581.3799046943,2.0
-38387.30635387071,1.0
-46949.59852746104,2.0
-54677.52702455186,1.0
-44338.69243448746,1.0
-40603.722995725475,1.0
-39624.70047897477,1.0
-58321.749566218314,1.0
-34301.04533182493,1.0
-39691.04533718995,1.0
-43040.68673215159,1.0
-46971.13915120141,1.0
-41059.37118159945,1.0
-33353.71701788576,1.0
-49696.546236014794,1.0
-63556.711527498264,2.0
-51728.365448903656,1.0
-59503.56174445803,2.0
-30423.752202230295,1.0
-51693.04876111327,2.0
-41679.446490208255,1.0
-29606.190419605184,1.0
-32259.173206321677,1.0
-51494.10854485581,1.0
-36678.56099110478,2.0
-42086.97547198187,1.0
-60625.61531934881,1.0
-40051.23710588505,3.0
-33054.67463180513,2.0
-57322.127637479454,1.0
-56766.658514033465,1.0
-29071.108683862898,1.0
-28770.926827660187,2.0
-39860.875332527256,1.0
-52199.134516613434,1.0
-35008.16148813577,1.0
-55170.904359859414,1.0
-44344.42780296483,2.0
-52212.948830848734,1.0
-39613.57204307239,1.0
-65573.93970132215,1.0
-50351.84453178096,1.0
-28476.08382035247,2.0
-41606.758703882224,2.0
-55023.971247913,1.0
-35263.15808399294,2.0
-54091.80937999707,1.0
-52088.74385773166,1.0
-46453.18853366092,1.0
-32832.37314588807,2.0
-29790.749992889498,1.0
-48937.4090137796,1.0
-55360.63848707783,2.0
-36232.148473503294,1.0
-35390.468963087675,1.0
-31706.139607587513,1.0
-38799.54538799832,2.0
-38939.408550195934,1.0
-31963.53610980649,1.0
-29071.4192523096,1.0
-64084.24394799633,2.0
-32414.42955923161,2.0
-31235.9965840315,1.0
-63788.99480641638,1.0
-31308.069315378023,2.0
-41680.25725838177,1.0
-40735.937571399714,1.0
-31003.117307725784,1.0
-28723.971179181342,2.0
-35849.61218264835,1.0
-48547.60370423876,2.0
-31051.416311831472,1.0
-41074.69622101877,1.0
-60567.95506137071,1.0
-41004.94423199204,1.0
-35142.679668421086,1.0
-30866.351650262844,1.0
-43628.36556161013,2.0
-48569.71313991489,1.0
-50163.64949427806,1.0
-30040.550115686314,1.0
-42327.26610778708,1.0
-29390.90530932449,1.0
